movieRow,movieId,title
2659,3318,Deterrence (1999)
2660,3320,Mifune's Last Song (Mifunes sidste sang) (1999)
2661,3324,Drowning Mona (2000)
2662,3325,"Next Best Thing, The (2000)"
2663,3326,What Planet Are You From? (2000)
2664,3327,Beyond the Mat (1999)
2665,3328,Ghost Dog: The Way of the Samurai (1999)
2666,3329,The Year My Voice Broke (1987)
2667,3330,Splendor in the Grass (1961)
2668,3331,My Tutor (1983)
2669,3334,Key Largo (1948)
2670,3338,For All Mankind (1989)
2671,3339,Cross of Iron (1977)
2672,3340,Bride of the Monster (1955)
2673,3341,Born Yesterday (1950)
2674,3342,Birdy (1984)
2675,3343,And God Created Woman (1988)
2676,3344,Blood Feast (1963)
2677,3347,Never Cry Wolf (1983)
2678,3349,"Perils of Pauline, The (1947)"
2679,3350,"Raisin in the Sun, A (1961)"
2680,3351,Two Thousand Maniacs! (1964)
2681,3354,Mission to Mars (2000)
2682,3355,"Ninth Gate, The (1999)"
2683,3357,East-West (Est-ouest) (1999)
2684,3358,Defending Your Life (1991)
2685,3359,Breaking Away (1979)
2686,3360,Hoosiers (a.k.a. Best Shot) (1986)
2687,3361,Bull Durham (1988)
2688,3362,Dog Day Afternoon (1975)
2689,3363,American Graffiti (1973)
2690,3364,"Asphalt Jungle, The (1950)"
2691,3365,"Searchers, The (1956)"
2692,3368,"Big Country, The (1958)"
2693,3370,Betrayed (1988)
2694,3371,Bound for Glory (1976)
2695,3377,Hangmen Also Die! (1943)
2696,3379,On the Beach (1959)
2697,3380,Railroaded! (1947)
2698,3384,"Taking of Pelham One Two Three, The (1974)"
2699,3385,Volunteers (1985)
2700,3386,JFK (1991)
2701,3387,Who's Harry Crumb? (1989)
2702,3388,Harry and the Hendersons (1987)
2703,3390,Shanghai Surprise (1986)
2704,3391,Who's That Girl? (1987)
2705,3392,She-Devil (1989)
2706,3393,Date with an Angel (1987)
2707,3394,Blind Date (1987)
2708,3395,Nadine (1987)
2709,3396,"Muppet Movie, The (1979)"
2710,3397,"Great Muppet Caper, The (1981)"
2711,3398,"Muppets Take Manhattan, The (1984)"
2712,3399,Sesame Street Presents Follow That Bird (1985)
2713,3400,We're Back! A Dinosaur's Story (1993)
2714,3401,Baby... Secret of the Lost Legend (1985)
2715,3402,Turtle Diary (1985)
2716,3404,Titanic (1953)
2717,3405,"Night to Remember, A (1958)"
2718,3406,Captain Horatio Hornblower R.N. (1951)
2719,3408,Erin Brockovich (2000)
2720,3409,Final Destination (2000)
2721,3412,"Bear, The (Ours, L') (1988)"
2722,3414,Love Is a Many-Splendored Thing (1955)
2723,3415,"Mirror, The (Zerkalo) (1975)"
2724,3417,"Crimson Pirate, The (1952)"
2725,3418,Thelma & Louise (1991)
2726,3420,...And Justice for All (1979)
2727,3421,Animal House (1978)
2728,3422,She's Gotta Have It (1986)
2729,3423,School Daze (1988)
2730,3424,Do the Right Thing (1989)
2731,3425,Mo' Better Blues (1990)
2732,3426,Jungle Fever (1991)
2733,3427,Coogan's Bluff (1968)
2734,3428,"Champ, The (1979)"
2735,3429,Creature Comforts (1989)
2736,3430,Death Wish (1974)
2737,3431,Death Wish 2 (1982)
2738,3432,Death Wish 3 (1985)
2739,3434,Death Wish 5: The Face of Death (1994)
2740,3435,Double Indemnity (1944)
2741,3436,Dying Young (1991)
2742,3437,Cool as Ice (1991)
2743,3438,Teenage Mutant Ninja Turtles (1990)
2744,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
2745,3440,Teenage Mutant Ninja Turtles III (1993)
2746,3441,Red Dawn (1984)
2747,3442,Band of the Hand (1986)
2748,3444,Bloodsport (1988)
2749,3445,Eyes of Laura Mars (1978)
2750,3446,Funny Bones (1995)
2751,3447,"Good Earth, The (1937)"
2752,3448,"Good Morning, Vietnam (1987)"
2753,3449,"Good Mother, The (1988)"
2754,3450,Grumpy Old Men (1993)
2755,3451,Guess Who's Coming to Dinner (1967)
2756,3452,Romeo Must Die (2000)
2757,3453,Here on Earth (2000)
2758,3454,Whatever It Takes (2000)
2759,3456,"Color of Paradise, The (Rang-e khoda) (1999)"
2760,3457,Waking the Dead (2000)
2761,3459,Gothic (1986)
2762,3460,Hillbillys in a Haunted House (1967)
2763,3461,Lord of the Flies (1963)
2764,3462,Modern Times (1936)
2765,3463,Last Resort (National Lampoon's Last Resort) (1994)
2766,3465,That's Life! (1986)
2767,3466,Heart and Souls (1993)
2768,3467,Hud (1963)
2769,3468,"Hustler, The (1961)"
2770,3469,Inherit the Wind (1960)
2771,3470,Dersu Uzala (1975)
2772,3471,Close Encounters of the Third Kind (1977)
2773,3474,Retroactive (1997)
2774,3475,"Place in the Sun, A (1951)"
2775,3476,Jacob's Ladder (1990)
2776,3477,Empire Records (1995)
2777,3478,"Bamba, La (1987)"
2778,3479,Ladyhawke (1985)
2779,3480,Lucas (1986)
2780,3481,High Fidelity (2000)
2781,3483,"Road to El Dorado, The (2000)"
2782,3484,"Skulls, The (2000)"
2783,3487,El Dorado (1966)
2784,3489,Hook (1991)
2785,3490,Horror Express (1972)
2786,3491,My Chauffeur (1986)
2787,3492,"Son of the Sheik, The (1926)"
2788,3494,True Grit (1969)
2789,3495,Roadside Prophets (1992)
2790,3496,Madame Sousatzka (1988)
2791,3497,Max Dugan Returns (1983)
2792,3498,Midnight Express (1978)
2793,3499,Misery (1990)
2794,3500,Mr. Saturday Night (1992)
2795,3501,Murphy's Romance (1985)
2796,3502,My Life (1993)
2797,3503,Solaris (Solyaris) (1972)
2798,3504,Network (1976)
2799,3505,No Way Out (1987)
2800,3506,North Dallas Forty (1979)
2801,3507,"Odd Couple, The (1968)"
2802,3508,"Outlaw Josey Wales, The (1976)"
2803,3509,Black and White (1999)
2804,3510,Frequency (2000)
2805,3511,Ready to Rumble (2000)
2806,3512,Return to Me (2000)
2807,3513,Rules of Engagement (2000)
2808,3515,Me Myself I (2000)
2809,3516,"Bell, Book and Candle (1958)"
2810,3518,"End of Violence, The (1997)"
2811,3519,Force 10 from Navarone (1978)
2812,3520,How to Stuff a Wild Bikini (1965)
2813,3521,Mystery Train (1989)
2814,3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971)
2815,3524,Arthur (1981)
2816,3525,Bachelor Party (1984)
2817,3526,Parenthood (1989)
2818,3527,Predator (1987)
2819,3528,"Prince of Tides, The (1991)"
2820,3529,"Postman Always Rings Twice, The (1981)"
2821,3531,All the Vermeers in New York (1990)
2822,3534,28 Days (2000)
2823,3535,American Psycho (2000)
2824,3536,Keeping the Faith (2000)
2825,3537,Where the Money Is (2000)
2826,3538,East is East (1999)
2827,3539,"Filth and the Fury, The (2000)"
2828,3540,Passion of Mind (2000)
2829,3543,Diner (1982)
2830,3544,Shakes the Clown (1992)
2831,3545,Cabaret (1972)
2832,3546,What Ever Happened to Baby Jane? (1962)
2833,3547,Prick Up Your Ears (1987)
2834,3548,Auntie Mame (1958)
2835,3549,Guys and Dolls (1955)
2836,3550,The Hunger (1983)
2837,3551,Marathon Man (1976)
2838,3552,Caddyshack (1980)
2839,3553,Gossip (2000)
2840,3554,Love and Basketball (2000)
2841,3555,U-571 (2000)
2842,3556,"Virgin Suicides, The (1999)"
2843,3557,Jennifer 8 (1992)
2844,3559,Limelight (1952)
2845,3560,Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei) (1978)
2846,3563,"Crow: Salvation, The (2000)"
2847,3564,"Flintstones in Viva Rock Vegas, The (2000)"
2848,3565,Where the Heart Is (2000)
2849,3566,"Big Kahuna, The (2000)"
2850,3567,Bossa Nova (2000)
2851,3568,Smiling Fish and Goat on Fire (1999)
2852,3569,"Idiots, The (Idioterne) (1998)"
2853,3571,Time Code (2000)
2854,3572,Carnosaur (1993)
2855,3573,Carnosaur 2 (1995)
2856,3574,Carnosaur 3: Primal Species (1996)
2857,3575,Defying Gravity (1997)
2858,3576,"Hidden, The (1987)"
2859,3577,Two Moon Junction (1988)
2860,3578,Gladiator (2000)
2861,3579,I Dreamed of Africa (2000)
2862,3580,Up at the Villa (2000)
2863,3581,Human Traffic (1999)
2864,3584,Breathless (1983)
2865,3587,Inferno (1980)
2866,3588,"King of Marvin Gardens, The (1972)"
2867,3590,"Lords of Flatbush, The (1974)"
2868,3591,Mr. Mom (1983)
2869,3593,Battlefield Earth (2000)
2870,3594,Center Stage (2000)
2871,3596,Screwed (2000)
2872,3598,Hamlet (2000)
2873,3599,Anchors Aweigh (1945)
2874,3600,Blue Hawaii (1961)
2875,3602,G.I. Blues (1960)
2876,3604,Gypsy (1962)
2877,3605,King Creole (1958)
2878,3606,On the Town (1949)
2879,3608,Pee-wee's Big Adventure (1985)
2880,3609,Regret to Inform (1998)
2881,3611,Saludos Amigos (1943)
2882,3612,The Slipper and the Rose: The Story of Cinderella (1976)
2883,3613,Things Change (1988)
2884,3614,Honeymoon in Vegas (1992)
2885,3615,Dinosaur (2000)
2886,3616,Loser (2000)
2887,3617,Road Trip (2000)
2888,3618,Small Time Crooks (2000)
2889,3619,"Hollywood Knights, The (1980)"
2890,3620,"Myth of Fingerprints, The (1997)"
2891,3621,Possession (1981)
2892,3622,"Twelve Chairs, The (1970)"
2893,3623,Mission: Impossible II (2000)
2894,3624,Shanghai Noon (2000)
2895,3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999)
2896,3627,Carnival of Souls (1962)
2897,3628,Flying Tigers (1942)
2898,3629,"Gold Rush, The (1925)"
2899,3632,Monsieur Verdoux (1947)
2900,3633,On Her Majesty's Secret Service (1969)
2901,3634,Seven Days in May (1964)
2902,3635,"Spy Who Loved Me, The (1977)"
2903,3637,Vagabond (Sans toit ni loi) (1985)
2904,3638,Moonraker (1979)
2905,3639,"Man with the Golden Gun, The (1974)"
2906,3640,"King in New York, A (1957)"
2907,3643,"Fighting Seabees, The (1944)"
2908,3646,Big Momma's House (2000)
2909,3649,American Gigolo (1980)
2910,3653,"Endless Summer, The (1966)"
2911,3654,"Guns of Navarone, The (1961)"
2912,3655,Blow-Out (La grande bouffe) (1973)
2913,3656,Lured (1947)
2914,3657,Pandora and the Flying Dutchman (1951)
2915,3658,Quatermass and the Pit (1967)
2916,3659,Quatermass 2 (Enemy from Space) (1957)
2917,3660,Puppet Master (1989)
2918,3661,Puppet Master II (1991)
2919,3662,Puppet Master III: Toulon's Revenge (1991)
2920,3663,Puppet Master 4 (1993)
2921,3664,Puppet Master 5: The Final Chapter (1994)
2922,3665,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998)
2923,3668,Romeo and Juliet (1968)
2924,3669,Stay Tuned (1992)
2925,3671,Blazing Saddles (1974)
2926,3672,Benji (1974)
2927,3673,Benji the Hunted (1987)
2928,3674,For the Love of Benji (1977)
2929,3675,White Christmas (1954)
2930,3676,Eraserhead (1977)
2931,3677,Baraka (1992)
2932,3678,"Man with the Golden Arm, The (1955)"
2933,3679,"Decline of Western Civilization, The (1981)"
2934,3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)"
2935,3681,For a Few Dollars More (Per qualche dollaro in più) (1965)
2936,3682,Magnum Force (1973)
2937,3683,Blood Simple (1984)
2938,3684,"Fabulous Baker Boys, The (1989)"
2939,3685,Prizzi's Honor (1985)
2940,3686,Flatliners (1990)
2941,3687,Light Years (Gandahar) (1988)
2942,3688,Porky's (1982)
2943,3689,Porky's II: The Next Day (1983)
2944,3690,Porky's Revenge (1985)
2945,3691,Private School (1983)
2946,3692,Class of Nuke 'Em High (1986)
2947,3693,"Toxic Avenger, The (1985)"
2948,3694,"Toxic Avenger, Part II, The (1989)"
2949,3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)"
2950,3696,Night of the Creeps (1986)
2951,3697,Predator 2 (1990)
2952,3698,"Running Man, The (1987)"
2953,3699,Starman (1984)
2954,3700,"Brother from Another Planet, The (1984)"
2955,3701,Alien Nation (1988)
2956,3702,Mad Max (1979)
2957,3703,"Road Warrior, The (Mad Max 2) (1981)"
2958,3704,Mad Max Beyond Thunderdome (1985)
2959,3705,Bird on a Wire (1990)
2960,3706,Angel Heart (1987)
2961,3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986)
2962,3708,Firestarter (1984)
2963,3709,Sleepwalkers (1992)
2964,3710,Action Jackson (1988)
2965,3712,Soapdish (1991)
2966,3713,"Long Walk Home, The (1990)"
2967,3714,Clara's Heart (1988)
2968,3715,Burglar (1987)
2969,3716,Fatal Beauty (1987)
2970,3717,Gone in 60 Seconds (2000)
2971,3718,American Pimp (1999)
2972,3719,Love's Labour's Lost (2000)
2973,3720,Sunshine (1999)
2974,3721,Trixie (2000)
2975,3723,Hamlet (1990)
2976,3724,Coming Home (1978)
2977,3725,American Pop (1981)
2978,3726,Assault on Precinct 13 (1976)
2979,3727,Near Dark (1987)
2980,3728,One False Move (1992)
2981,3729,Shaft (1971)
2982,3730,"Conversation, The (1974)"
2983,3731,Cutter's Way (1981)
2984,3732,"Fury, The (1978)"
2985,3733,"Paper Chase, The (1973)"
2986,3734,Prince of the City (1981)
2987,3735,Serpico (1973)
2988,3736,"Ace in the Hole (Big Carnival, The) (1951)"
2989,3737,Lonely Are the Brave (1962)
2990,3738,"Sugarland Express, The (1974)"
2991,3739,Trouble in Paradise (1932)
2992,3740,Big Trouble in Little China (1986)
2993,3741,Badlands (1973)
2994,3742,Battleship Potemkin (1925)
2995,3743,Boys and Girls (2000)
2996,3744,Shaft (2000)
2997,3745,Titan A.E. (2000)
2998,3746,Butterfly (La lengua de las mariposas) (1999)
2999,3747,Jesus' Son (1999)
3000,3751,Chicken Run (2000)
3001,3752,"Me, Myself & Irene (2000)"
3002,3753,"Patriot, The (2000)"
3003,3754,"Adventures of Rocky and Bullwinkle, The (2000)"
3004,3755,"Perfect Storm, The (2000)"
3005,3757,Asylum (1972)
3006,3758,Communion (1989)
3007,3759,Fun and Fancy Free (1947)
3008,3760,"Kentucky Fried Movie, The (1977)"
3009,3761,"Blood In, Blood Out (1993)"
3010,3763,F/X (1986)
3011,3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991)
3012,3765,"Hot Spot, The (1990)"
3013,3766,Missing in Action (1984)
3014,3768,Braddock: Missing in Action III (1988)
3015,3769,Thunderbolt and Lightfoot (1974)
3016,3770,Dreamscape (1984)
3017,3771,The Golden Voyage of Sinbad (1973)
3018,3773,House Party (1990)
3019,3774,House Party 2 (1991)
3020,3775,Make Mine Music (1946)
3021,3777,Nekromantik (1987)
3022,3780,Rocketship X-M (1950)
3023,3783,Croupier (1998)
3024,3784,"Kid, The (2000)"
3025,3785,Scary Movie (2000)
3026,3786,But I'm a Cheerleader (1999)
3027,3787,Shower (Xizao) (1999)
3028,3788,Blow-Up (Blowup) (1966)
3029,3789,"Pawnbroker, The (1964)"
3030,3790,Groove (2000)
3031,3791,Footloose (1984)
3032,3792,Duel in the Sun (1946)
3033,3793,X-Men (2000)
3034,3794,Chuck & Buck (2000)
3035,3795,"Five Senses, The (1999)"
3036,3798,What Lies Beneath (2000)
3037,3799,Pokémon the Movie 2000 (2000)
3038,3800,Criminal Lovers (1999)
3039,3801,Anatomy of a Murder (1959)
3040,3802,Freejack (1992)
3041,3804,H.O.T.S. (1979)
3042,3805,Knightriders (1981)
3043,3806,Mackenna's Gold (1969)
3044,3807,Sinbad and the Eye of the Tiger (1977)
3045,3809,What About Bob? (1991)
3046,3810,White Sands (1992)
3047,3811,Breaker Morant (1980)
3048,3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)
3049,3813,Interiors (1978)
3050,3814,Love and Death (1975)
3051,3816,"Official Story, The (La historia oficial) (1985)"
3052,3819,Tampopo (1985)
3053,3820,Thomas and the Magic Railroad (2000)
3054,3821,Nutty Professor II: The Klumps (2000)
3055,3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)"
3056,3823,Wonderland (1999)
3057,3824,Autumn in New York (2000)
3058,3825,Coyote Ugly (2000)
3059,3826,Hollow Man (2000)
3060,3827,Space Cowboys (2000)
3061,3829,Mad About Mambo (2000)
3062,3831,Saving Grace (2000)
3063,3832,"Black Sabbath (Tre volti della paura, I) (1963)"
3064,3833,"Brain That Wouldn't Die, The (1962)"
3065,3834,Bronco Billy (1980)
3066,3835,"Crush, The (1993)"
3067,3836,Kelly's Heroes (1970)
3068,3837,Phantasm II (1988)
3069,3838,Phantasm III: Lord of the Dead (1994)
3070,3839,Phantasm IV: Oblivion (1998)
3071,3840,Pumpkinhead (1988)
3072,3841,Air America (1990)
3073,3843,Sleepaway Camp (1983)
3074,3844,Steel Magnolias (1989)
3075,3845,And God Created Woman (Et Dieu... créa la femme) (1956)
3076,3846,Easy Money (1983)
3077,3847,"Ilsa, She Wolf of the SS (1974)"
3078,3848,Silent Fall (1994)
3079,3849,The Spiral Staircase (1945)
3080,3851,I'm the One That I Want (2000)
3081,3852,"Tao of Steve, The (2000)"
3082,3854,Aimée & Jaguar (1999)
3083,3855,"Affair of Love, An (Liaison pornographique, Une) (1999)"
3084,3857,Bless the Child (2000)
3085,3858,Cecil B. DeMented (2000)
3086,3859,"Eyes of Tammy Faye, The (2000)"
3087,3860,"Opportunists, The (2000)"
3088,3861,"Replacements, The (2000)"
3089,3863,"Cell, The (2000)"
3090,3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
3091,3865,"Original Kings of Comedy, The (2000)"
3092,3868,"Naked Gun: From the Files of Police Squad!, The (1988)"
3093,3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)"
3094,3870,Our Town (1940)
3095,3871,Shane (1953)
3096,3872,"Suddenly, Last Summer (1959)"
3097,3873,Cat Ballou (1965)
3098,3875,"Devil Rides Out, The (1968)"
3099,3877,Supergirl (1984)
3100,3879,"Art of War, The (2000)"
3101,3880,"Ballad of Ramblin' Jack, The (2000)"
3102,3882,Bring It On (2000)
3103,3883,Catfish in Black Bean Sauce (2000)
3104,3885,Love & Sex (2000)
3105,3886,Steal This Movie! (2000)
3106,3889,Highlander: Endgame (Highlander IV) (2000)
3107,3890,Back Stage (2000)
3108,3891,Turn It Up (2000)
3109,3892,Anatomy (Anatomie) (2000)
3110,3893,Nurse Betty (2000)
3111,3895,"Watcher, The (2000)"
3112,3896,"Way of the Gun, The (2000)"
3113,3897,Almost Famous (2000)
3114,3900,Crime and Punishment in Suburbia (2000)
3115,3901,Duets (2000)
3116,3902,Goya in Bordeaux (Goya en Burdeos) (1999)
3117,3903,Urbania (2000)
3118,3905,"Specials, The (2000)"
3119,3906,Under Suspicion (2000)
3120,3908,Urban Legends: Final Cut (2000)
3121,3909,Woman on Top (2000)
3122,3910,Dancer in the Dark (2000)
3123,3911,Best in Show (2000)
3124,3913,Barenaked in America (1999)
3125,3914,"Broken Hearts Club, The (2000)"
3126,3915,Girlfight (2000)
3127,3916,Remember the Titans (2000)
3128,3917,Hellraiser (1987)
3129,3918,Hellbound: Hellraiser II (1988)
3130,3919,Hellraiser III: Hell on Earth (1992)
3131,3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)"
3132,3921,Beach Party (1963)
3133,3922,Bikini Beach (1964)
3134,3923,Return of the Fly (1959)
3135,3924,Pajama Party (1964)
3136,3925,Stranger Than Paradise (1984)
3137,3926,Voyage to the Bottom of the Sea (1961)
3138,3927,Fantastic Voyage (1966)
3139,3928,Abbott and Costello Meet Frankenstein (1948)
3140,3929,"Bank Dick, The (1940)"
3141,3930,"Creature from the Black Lagoon, The (1954)"
3142,3932,"Invisible Man, The (1933)"
3143,3933,"Killer Shrews, The (1959)"
3144,3934,Kronos (1957)
3145,3936,Phantom of the Opera (1943)
3146,3937,Runaway (1984)
3147,3938,"Slumber Party Massacre, The (1982)"
3148,3939,Slumber Party Massacre II (1987)
3149,3940,Slumber Party Massacre III (1990)
3150,3941,Sorority House Massacre (1986)
3151,3942,Sorority House Massacre II (1990)
3152,3943,Bamboozled (2000)
3153,3945,Digimon: The Movie (2000)
3154,3946,Get Carter (2000)
3155,3947,Get Carter (1971)
3156,3948,Meet the Parents (2000)
3157,3949,Requiem for a Dream (2000)
3158,3950,Tigerland (2000)
3159,3951,Two Family House (2000)
3160,3952,"Contender, The (2000)"
3161,3953,Dr. T and the Women (2000)
3162,3955,"Ladies Man, The (2000)"
3163,3956,Lost Souls (2000)
3164,3957,Billy Jack (1971)
3165,3959,"Time Machine, The (1960)"
3166,3960,Haunted (1995)
3167,3961,Ghoulies (1985)
3168,3962,Ghoulies II (1987)
3169,3963,"Unsinkable Molly Brown, The (1964)"
3170,3964,"Adventures of Ichabod and Mr. Toad, The (1949)"
3171,3965,"Strange Love of Martha Ivers, The (1946)"
3172,3966,Detour (1945)
3173,3967,Billy Elliot (2000)
3174,3968,Bedazzled (2000)
3175,3969,Pay It Forward (2000)
3176,3970,"Beyond, The (E tu vivrai nel terrore - L'aldilà) (1981)"
3177,3971,"Private Eyes, The (1981)"
3178,3972,"Legend of Drunken Master, The (Jui kuen II) (1994)"
3179,3973,Book of Shadows: Blair Witch 2 (2000)
3180,3975,Lucky Numbers (2000)
3181,3976,Stardom (2000)
3182,3977,Charlie's Angels (2000)
3183,3978,"Legend of Bagger Vance, The (2000)"
3184,3979,Little Nicky (2000)
3185,3980,Men of Honor (2000)
3186,3981,Red Planet (2000)
3187,3983,You Can Count on Me (2000)
3188,3984,Diamonds Are Forever (1971)
3189,3985,"Eagle Has Landed, The (1976)"
3190,3986,"6th Day, The (2000)"
3191,3987,Bounce (2000)
3192,3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
3193,3989,One Day in September (1999)
3194,3990,Rugrats in Paris: The Movie (2000)
3195,3991,102 Dalmatians (2000)
3196,3992,Malèna (2000)
3197,3993,Quills (2000)
3198,3994,Unbreakable (2000)
3199,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
3200,3997,Dungeons & Dragons (2000)
3201,3998,Proof of Life (2000)
3202,3999,Vertical Limit (2000)
3203,4000,"Bounty, The (1984)"
3204,4001,Code of Silence (1985)
3205,4002,"Planes, Trains & Automobiles (1987)"
3206,4003,She's Having a Baby (1988)
3207,4005,"Living Daylights, The (1987)"
3208,4006,Transformers: The Movie (1986)
3209,4007,Wall Street (1987)
3210,4008,Born on the Fourth of July (1989)
3211,4009,Talk Radio (1988)
3212,4010,Brewster's Millions (1985)
3213,4011,Snatch (2000)
3214,4012,Punchline (1988)
3215,4014,Chocolat (2000)
3216,4015,"Dude, Where's My Car? (2000)"
3217,4016,"Emperor's New Groove, The (2000)"
3218,4017,Pollock (2000)
3219,4018,What Women Want (2000)
3220,4019,Finding Forrester (2000)
3221,4020,"Gift, The (2000)"
3222,4021,Before Night Falls (2000)
3223,4022,Cast Away (2000)
3224,4023,"Family Man, The (2000)"
3225,4024,"House of Mirth, The (2000)"
3226,4025,Miss Congeniality (2000)
3227,4026,Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999)
3228,4027,"O Brother, Where Art Thou? (2000)"
3229,4029,State and Main (2000)
3230,4030,Dracula 2000 (2000)
3231,4031,All the Pretty Horses (2000)
3232,4033,Thirteen Days (2000)
3233,4034,Traffic (2000)
3234,4035,"Claim, The (2000)"
3235,4036,Shadow of the Vampire (2000)
3236,4037,House of Games (1987)
3237,4039,Annie (1982)
3238,4040,Don't Tell Mom the Babysitter's Dead (1991)
3239,4041,"Officer and a Gentleman, An (1982)"
3240,4042,"Alamo, The (1960)"
3241,4043,At Close Range (1986)
3242,4045,Breakheart Pass (1975)
3243,4046,Friendly Persuasion (1956)
3244,4047,Gettysburg (1993)
3245,4048,Imaginary Crimes (1994)
3246,4051,Horrors of Spider Island (Ein Toter Hing im Netz) (1960)
3247,4052,Antitrust (2001)
3248,4053,Double Take (2001)
3249,4054,Save the Last Dance (2001)
3250,4055,Panic (2000)
3251,4056,"Pledge, The (2001)"
3252,4060,Love Field (1992)
3253,4061,The Man in the Moon (1991)
3254,4062,Mystic Pizza (1988)
3255,4063,Prelude to a Kiss (1992)
3256,4066,I'm Gonna Git You Sucka (1988)
3257,4067,Untamed Heart (1993)
3258,4068,Sugar & Spice (2001)
3259,4069,"Wedding Planner, The (2001)"
3260,4073,"Invisible Circus, The (2001)"
3261,4076,Two Ninas (1999)
3262,4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)"
3263,4079,Amazon Women on the Moon (1987)
3264,4080,Baby Boom (1987)
3265,4081,Back to the Beach (1987)
3266,4082,Barfly (1987)
3267,4084,Beverly Hills Cop II (1987)
3268,4085,Beverly Hills Cop (1984)
3269,4086,"Big Easy, The (1987)"
3270,4088,"Big Town, The (1987)"
3271,4089,Born in East L.A. (1987)
3272,4090,"Brave Little Toaster, The (1987)"
3273,4091,Can't Buy Me Love (1987)
3274,4092,Cherry 2000 (1987)
3275,4095,Cry Freedom (1987)
3276,4098,"Dead, The (1987)"
3277,4101,Dogs in Space (1987)
3278,4102,Eddie Murphy Raw (1987)
3279,4103,Empire of the Sun (1987)
3280,4104,Ernest Goes to Camp (1987)
3281,4105,"Evil Dead, The (1981)"
3282,4106,Extreme Prejudice (1987)
3283,4108,Five Corners (1987)
3284,4109,Flowers in the Attic (1987)
3285,4111,Gardens of Stone (1987)
3286,4114,"Good Morning, Babylon (1987)"
3287,4115,Hiding Out (1987)
3288,4116,Hollywood Shuffle (1987)
3289,4117,Hope and Glory (1987)
3290,4121,Innerspace (1987)
3291,4122,Ironweed (1987)
3292,4123,Ishtar (1987)
3293,4124,Jaws: The Revenge (1987)
3294,4126,Less Than Zero (1987)
3295,4128,"Lost Boys, The (1987)"
3296,4130,Maid to Order (1987)
3297,4131,Making Mr. Right (1987)
3298,4132,Mannequin (1987)
3299,4133,Masters of the Universe (1987)
3300,4135,"Monster Squad, The (1987)"
3301,4136,"Month in the Country, A (1987)"
3302,4139,No Man's Land (1987)
3303,4140,North Shore (1987)
3304,4141,Head Over Heels (2001)
3305,4142,Left Behind: The Movie (2000)
3306,4143,Valentine (2001)
3307,4144,In the Mood For Love (Fa yeung nin wa) (2000)
3308,4146,"Million Dollar Hotel, The (2001)"
3309,4148,Hannibal (2001)
3310,4149,Saving Silverman (Evil Woman) (2001)
3311,4151,"Taste of Others, The (Le goût des autres) (2000)"
3312,4153,Down to Earth (2001)
3313,4155,Sweet November (2001)
3314,4156,Company Man (2000)
3315,4158,Monkeybone (2001)
3316,4159,3000 Miles to Graceland (2001)
3317,4161,"Mexican, The (2001)"
3318,4162,See Spot Run (2001)
3319,4166,Series 7: The Contenders (2001)
3320,4167,15 Minutes (2001)
3321,4168,Get Over It (2001)
3322,4169,Blow Dry (a.k.a. Never Better) (2001)
3323,4171,Long Night's Journey Into Day (2000)
3324,4173,When Brendan Met Trudy (2000)
3325,4174,Avalon (1990)
3326,4175,Gray's Anatomy (1996)
3327,4177,"Mirror Crack'd, The (1980)"
3328,4178,Of Mice and Men (1939)
3329,4179,Pixote (1981)
3330,4180,Reform School Girls (1986)
3331,4181,Tapeheads (1988)
3332,4183,"Unbelievable Truth, The (1989)"
3333,4184,"Bishop's Wife, The (1947)"
3334,4185,Elvis: That's the Way It Is (1970)
3335,4186,"Fortune Cookie, The (1966)"
3336,4187,Lilies of the Field (1963)
3337,4188,Hans Christian Andersen (1952)
3338,4189,"Greatest Story Ever Told, The (1965)"
3339,4190,Elmer Gantry (1960)
3340,4191,Alfie (1966)
3341,4194,I Know Where I'm Going! (1945)
3342,4195,"Abominable Dr. Phibes, The (1971)"
3343,4197,Real Life (1979)
3344,4198,Battle Beyond the Stars (1980)
3345,4200,Double Impact (1991)
3346,4201,"End, The (1978)"
3347,4203,Harley Davidson and the Marlboro Man (1991)
3348,4205,Mermaids (1990)
3349,4207,Navy Seals (1990)
3350,4208,Unmade Beds (1997)
